Player,Team,years_with_team,draft_pos,all_star,num_teams,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ig_followers,resigned,Agent
Jaylen Hoard,20,1,61,0,2,22,19,1,18,16.8,6.1,2.3,4.6,50.0,0.0,0.6,0.0,1.5,2.2,68.3,1.1,2.3,3.4,1.3,0.9,0.7,0.3,1.0,14.1,0.0,0.0,-3.3,0,1,0.0
Terry Rozier,27,2,16,0,2,27,69,32,37,34.5,20.4,7.4,16.4,45.0,3.2,8.3,38.9,2.4,2.9,81.7,0.7,3.7,4.4,4.2,1.9,1.3,0.4,1.7,35.1,5.0,0.0,-1.3,536753,1,0.0
Carmelo Anthony,2,2,3,10,5,37,69,39,30,24.5,13.4,4.7,11.3,42.1,1.9,4.7,40.9,2.0,2.2,89.0,0.5,2.6,3.1,1.5,0.9,0.7,0.6,2.1,22.1,0.0,0.0,-0.3,0,0,0.0
Serge Ibaka,16,1,24,0,4,31,41,24,17,23.3,11.1,4.5,8.9,51.0,1.0,2.8,33.9,1.0,1.3,81.1,1.8,4.9,6.7,1.8,1.1,0.2,1.1,1.9,24.9,5.0,0.0,3.8,0,1,0.0
Chandler Hutchison,1,1,22,0,2,25,25,11,14,13.8,4.3,1.6,4.1,37.9,0.3,0.9,36.4,0.8,1.0,84.0,0.2,2.9,3.1,0.7,0.8,0.5,0.2,1.3,10.3,0.0,0.0,-2.3,0,0,0.0
Terance Mann,16,2,48,0,1,24,67,45,22,18.9,7.0,2.7,5.2,50.9,0.6,1.4,41.8,1.2,1.4,83.0,0.8,2.8,3.6,1.6,0.6,0.4,0.2,1.9,15.0,2.0,0.0,0.5,158444,1,0.0
Mfiondu Kabengele,18,1,27,0,2,23,39,20,19,7.2,2.4,0.8,2.3,37.1,0.3,1.3,26.0,0.4,0.5,80.0,0.3,1.2,1.5,0.4,0.4,0.2,0.3,0.9,6.2,0.0,0.0,-2.4,0,1,0.0
Montrezl Harrell,15,1,32,0,3,27,69,41,28,22.9,13.5,5.4,8.7,62.2,0.0,0.1,0.0,2.6,3.7,70.7,2.3,3.9,6.2,1.1,1.1,0.7,0.7,1.9,25.6,8.0,0.0,0.6,0,1,0.0
Davis Bertans,1,2,42,0,3,28,57,29,28,25.7,11.5,3.4,8.4,40.4,3.0,7.5,39.5,1.8,2.0,87.0,0.3,2.6,2.9,0.9,0.6,0.6,0.2,2.4,18.2,0.0,0.0,1.9,0,1,0.0
Jamal Murray,11,5,7,0,1,24,48,31,17,35.5,21.2,7.9,16.5,47.7,2.7,6.6,40.8,2.8,3.2,86.9,0.8,3.3,4.0,4.8,2.3,1.3,0.3,2.0,35.8,1.0,0.0,6.3,1325397,1,28.0
Gary Harris,29,1,19,0,2,26,39,15,24,27.7,9.9,3.5,8.8,40.0,1.2,3.6,34.0,1.6,2.0,82.1,0.5,1.5,2.0,2.0,0.9,0.7,0.3,1.8,17.4,0.0,0.0,-2.1,139499,1,5.0
Robin Lopez,1,1,15,0,6,33,71,34,37,19.1,9.0,3.8,6.0,63.3,0.1,0.3,27.8,1.4,1.9,72.3,2.0,1.8,3.8,0.8,1.1,0.2,0.6,1.5,16.2,3.0,0.0,-0.2,0,0,0.0
Caris LeVert,25,1,20,0,2,26,47,24,23,31.6,20.2,7.6,17.3,44.1,1.8,5.5,32.6,3.1,3.8,81.1,0.7,3.9,4.6,5.2,2.2,1.4,0.6,2.2,37.4,6.0,0.0,-0.1,235223,1,24.0
Jarred Vanderbilt,17,1,41,0,2,22,64,18,46,17.8,5.4,2.2,3.7,60.6,0.0,0.1,20.0,0.9,1.6,55.9,1.8,3.9,5.8,1.2,0.8,1.0,0.7,1.9,18.4,3.0,0.0,-0.8,468532,1,6.0
Avery Bradley,26,1,19,0,7,30,27,6,21,22.3,6.4,2.4,6.3,37.4,1.2,3.7,32.7,0.4,0.6,80.0,0.3,1.8,2.1,1.7,1.0,0.8,0.1,2.0,13.1,0.0,0.0,-4.9,0,0,0.0
PJ Dozier,11,2,61,0,3,24,50,36,14,21.8,7.7,3.0,7.1,41.7,0.9,3.0,31.5,0.8,1.3,63.6,0.7,2.9,3.6,1.8,0.9,0.6,0.4,1.7,17.1,0.0,0.0,3.9,0,1,0.0
Andrew Wiggins,0,1,1,0,2,26,71,38,33,33.3,18.6,7.1,14.9,47.7,2.0,5.2,38.0,2.4,3.4,71.4,1.2,3.7,4.9,2.4,1.8,0.9,1.0,2.2,32.0,3.0,0.0,0.0,2138198,1,17.0
Isaiah Joe,3,1,49,0,1,21,41,22,19,9.3,3.7,1.2,3.2,36.1,1.0,2.6,36.8,0.4,0.6,75.0,0.1,0.7,0.9,0.5,0.3,0.3,0.1,0.8,6.4,0.0,0.0,0.0,102258,1,59.0
Eric Bledsoe,7,1,18,0,4,31,71,31,40,29.7,12.2,4.3,10.3,42.1,1.7,5.0,34.1,1.9,2.7,68.7,0.4,3.0,3.4,3.8,1.6,0.8,0.3,1.6,23.8,4.0,0.0,-0.9,0,1,0.0
Kristaps Porzingis,5,2,4,1,2,25,43,26,17,30.9,20.1,7.6,15.9,47.6,2.3,6.0,37.6,2.7,3.2,85.5,1.9,7.0,8.9,1.6,1.2,0.5,1.3,2.7,37.4,16.0,0.0,0.2,1611315,1,0.0
George Hill,3,1,26,0,7,35,30,16,14,22.4,8.7,3.2,6.6,48.2,1.0,2.7,38.8,1.3,1.7,80.0,0.5,1.5,2.0,2.4,1.0,0.8,0.2,1.0,16.6,0.0,0.0,-0.3,0,0,0.0
Raul Neto,1,1,47,0,3,29,64,30,34,21.9,8.7,3.3,7.0,46.8,1.0,2.6,39.0,1.2,1.3,88.2,0.4,2.0,2.4,2.3,0.8,1.1,0.1,1.7,17.9,0.0,0.0,-0.3,0,1,0.0
Malcolm Brogdon,25,2,36,0,2,28,56,27,29,34.5,21.2,7.9,17.5,45.3,2.6,6.7,38.8,2.7,3.2,86.4,1.0,4.2,5.3,5.9,2.1,0.9,0.3,2.0,37.7,6.0,0.0,-0.6,156426,1,24.0
Daniel Theis,6,1,61,0,3,29,65,28,37,24.6,9.6,3.9,7.2,54.1,0.8,2.3,32.2,1.1,1.7,67.3,1.4,4.0,5.5,1.7,1.0,0.6,0.9,2.6,22.2,6.0,0.0,-0.5,178848,0,0.0
James Harden,8,1,3,9,3,31,44,31,13,36.6,24.6,7.8,16.7,46.6,2.8,7.6,36.2,6.3,7.3,86.1,0.8,7.1,7.9,10.8,4.0,1.2,0.8,2.3,52.1,32.0,12.0,2.3,146666,1,22.0
Tacko Fall,9,2,61,0,2,25,19,13,6,7.1,2.5,1.1,1.5,72.4,0.0,0.0,0.0,0.3,0.8,33.3,0.8,1.9,2.7,0.2,0.3,0.1,1.1,1.2,9.0,0.0,0.0,1.4,0,0,0.0
Moses Brown,9,1,61,0,5,21,43,8,35,21.4,8.6,3.4,6.2,54.5,0.0,0.0,0.0,1.8,2.9,61.9,3.6,5.3,8.9,0.2,1.0,0.7,1.1,2.2,24.1,12.0,0.0,-8.4,0,1,0.0
Lamar Stevens,18,1,61,0,1,23,40,13,27,12.5,4.1,1.6,3.4,45.6,0.1,0.6,16.0,0.9,1.3,72.5,0.6,1.8,2.4,0.6,0.6,0.4,0.3,1.3,9.6,1.0,0.0,-2.9,0,1,132.0
Dejounte Murray,22,4,29,0,1,24,67,32,35,31.9,15.7,6.6,14.5,45.3,0.9,3.0,31.7,1.6,2.0,79.1,0.9,6.2,7.1,5.4,1.7,1.5,0.1,2.0,35.4,13.0,4.0,1.3,1448433,1,6.0
Delon Wright,14,1,20,0,4,29,63,21,42,27.7,10.2,3.8,8.2,46.3,1.0,2.7,37.2,1.6,2.0,80.2,1.0,3.2,4.3,4.4,1.3,1.6,0.5,1.2,26.9,3.0,0.0,-1.7,118358,1,14.0
Reggie Perry,8,1,57,0,2,21,26,18,8,8.1,3.0,1.2,3.0,41.0,0.2,0.8,19.0,0.4,0.5,76.9,1.0,1.8,2.8,0.5,0.6,0.2,0.2,1.5,8.0,1.0,0.0,-1.4,0,0,0.0
Theo Maledon,20,1,34,0,1,20,65,20,45,27.3,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,2.2,0.9,0.2,1.9,20.2,1.0,0.0,-9.6,0,1,0.0
Garrison Mathews,1,2,61,0,2,24,64,32,32,16.2,5.5,1.5,3.7,40.9,1.2,3.1,38.4,1.3,1.5,88.4,0.3,1.1,1.4,0.4,0.2,0.5,0.1,1.7,9.3,0.0,0.0,-2.1,15090,0,0.0
Josh Green,5,1,18,0,1,20,39,20,19,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16.0,0.3,0.6,56.5,0.7,1.3,2.0,0.7,0.4,0.4,0.1,0.9,7.1,0.0,0.0,0.4,190144,1,31.0
Hassan Whiteside,14,1,33,0,4,32,36,16,20,15.2,8.1,3.5,6.2,56.3,0.0,0.0,0.0,1.1,2.2,51.9,1.7,4.3,6.0,0.6,1.1,0.3,1.3,2.0,19.6,4.0,0.0,-2.9,0,0,0.0
Brandon Clarke,28,2,21,0,1,24,59,32,27,24.0,10.3,4.3,8.4,51.7,0.3,1.3,26.0,1.3,1.9,69.0,1.6,3.9,5.6,1.6,0.6,1.0,0.9,1.4,24.5,3.0,0.0,-0.3,105130,1,49.0
Dario Saric,12,2,12,0,3,27,50,37,13,17.4,8.7,3.1,6.8,44.7,0.9,2.7,34.8,1.7,2.0,84.8,0.9,2.9,3.8,1.3,1.1,0.6,0.1,1.9,16.2,0.0,0.0,4.4,116628,1,0.0
RJ Hampton,29,1,24,0,2,20,51,20,31,17.4,6.9,2.7,6.1,43.5,0.5,1.7,31.0,1.1,1.6,67.1,0.6,2.9,3.5,1.7,1.0,0.4,0.2,1.2,14.5,3.0,0.0,-5.6,0,1,0.0
Udoka Azubuike,10,1,27,0,1,21,15,13,2,3.8,1.1,0.3,0.6,44.4,0.0,0.0,0.0,0.5,0.7,80.0,0.3,0.6,0.9,0.0,0.2,0.1,0.3,0.6,2.9,0.0,0.0,-4.3,0,1,0.0
Kent Bazemore,0,1,61,0,5,31,67,35,32,19.9,7.2,2.6,5.9,44.9,1.1,2.7,40.8,0.8,1.2,69.2,0.4,3.0,3.4,1.6,1.2,1.0,0.5,2.4,17.0,1.0,0.0,2.5,0,0,0.0
Sam Merrill,4,1,60,0,1,25,30,18,12,7.8,3.0,1.1,2.4,44.4,0.7,1.6,44.7,0.1,0.1,100.0,0.2,0.8,1.0,0.7,0.3,0.3,0.0,0.6,5.8,0.0,0.0,-1.3,31885,1,105.0
Joel Embiid,3,7,3,4,1,27,51,39,12,31.1,28.5,9.0,17.6,51.3,1.1,3.0,37.7,9.2,10.7,85.9,2.2,8.4,10.6,2.8,3.1,1.0,1.4,2.4,49.3,31.0,0.0,7.9,7437296,1,4.0
Bruno Fernando,13,2,34,0,2,22,33,20,13,6.8,1.5,0.5,1.3,40.9,0.0,0.1,0.0,0.5,0.7,68.2,0.5,1.9,2.4,0.3,0.6,0.1,0.1,0.7,4.8,0.0,0.0,-0.7,107359,1,0.0
Damian Lillard,2,9,6,6,1,30,67,39,28,35.8,28.8,9.0,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,0.5,3.7,4.2,7.5,3.0,0.9,0.3,1.5,45.7,16.0,0.0,3.0,10218076,1,16.0
Bol Bol,11,2,44,0,1,21,32,21,11,5.0,2.2,0.8,1.8,43.1,0.3,0.8,37.5,0.3,0.5,66.7,0.0,0.8,0.8,0.2,0.4,0.1,0.3,0.4,4.2,0.0,0.0,-2.5,933895,1,17.0
Buddy Hield,14,4,6,0,2,28,71,31,40,34.3,16.6,5.7,14.0,40.6,4.0,10.2,39.1,1.2,1.5,84.6,0.4,4.3,4.7,3.6,1.8,0.9,0.4,2.5,29.7,2.0,0.0,-0.8,611907,1,69.0
Saben Lee,21,1,38,0,1,22,48,14,34,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2.0,3.6,1.1,0.7,0.3,1.6,15.1,0.0,0.0,-1.9,0,1,0.0
Tyrese Haliburton,14,1,12,0,1,21,58,25,33,30.1,13.0,5.0,10.7,47.2,2.1,5.1,40.9,0.8,1.0,85.7,0.7,2.3,3.0,5.3,1.6,1.3,0.5,1.4,28.4,5.0,0.0,-3.1,1208014,1,9.0
De'Aaron Fox,14,4,5,0,1,23,58,24,34,35.1,25.2,9.1,19.1,47.7,1.8,5.5,32.2,5.2,7.2,71.9,0.6,2.9,3.5,7.2,3.0,1.5,0.5,2.9,43.1,11.0,0.0,-3.4,1545013,1,6.0
Naji Marshall,7,1,61,0,1,23,32,14,18,21.9,7.7,2.6,6.5,39.2,0.9,2.6,34.9,1.7,2.3,70.7,0.5,4.2,4.6,2.8,1.2,0.8,0.3,1.8,19.6,3.0,0.0,-0.9,40031,1,0.0
Monte Morris,11,4,51,0,1,26,47,30,17,25.5,10.2,4.0,8.2,48.1,1.1,2.9,38.1,1.2,1.6,79.5,0.2,1.8,2.0,3.2,0.7,0.7,0.3,1.0,19.7,0.0,0.0,3.3,284518,1,0.0
Grayson Allen,28,1,21,0,2,25,50,26,24,25.2,10.6,3.5,8.3,41.8,2.1,5.5,39.1,1.6,1.8,86.8,0.4,2.8,3.2,2.2,1.0,0.9,0.2,1.4,20.0,0.0,0.0,0.2,373387,1,48.0
De'Andre Hunter,13,2,4,0,1,23,23,12,11,29.5,15.0,5.2,10.8,48.4,1.3,4.1,32.6,3.2,3.7,85.9,0.7,4.0,4.8,1.9,1.3,0.8,0.5,2.6,26.3,1.0,0.0,3.7,102044,1,39.0
Jimmy Butler,23,2,30,5,4,31,52,33,19,33.6,21.5,7.0,14.2,49.7,0.5,2.0,24.5,6.9,8.0,86.3,1.8,5.1,6.9,7.1,2.1,2.1,0.3,1.4,45.6,17.0,4.0,3.8,0,1,0.0
Clint Capela,13,1,25,0,2,27,63,34,29,30.1,15.2,6.6,11.0,59.4,0.0,0.0,0.0,2.1,3.6,57.3,4.7,9.6,14.3,0.8,1.2,0.7,2.0,2.3,40.6,48.0,1.0,4.0,615244,1,36.0
Bam Adebayo,23,4,14,1,1,23,64,34,30,33.5,18.7,7.1,12.5,57.0,0.0,0.1,25.0,4.4,5.5,79.9,2.2,6.7,9.0,5.4,2.6,1.2,1.0,2.3,41.5,33.0,2.0,0.4,1093383,1,15.0
Bobby Portis,4,1,22,0,4,26,66,44,22,20.8,11.4,4.7,9.1,52.3,1.1,2.4,47.1,0.8,1.1,74.0,1.9,5.2,7.1,1.1,0.8,0.8,0.4,1.7,24.2,12.0,0.0,2.1,315211,1,0.0
Luguentz Dort,20,2,61,0,1,22,52,18,34,29.7,14.0,4.8,12.3,38.7,2.2,6.3,34.3,2.3,3.2,74.4,0.7,2.9,3.6,1.7,1.5,0.9,0.4,2.6,23.1,0.0,0.0,-4.8,222482,1,39.0
Zach LaVine,6,4,13,1,2,26,58,26,32,35.1,27.4,9.8,19.4,50.7,3.4,8.2,41.9,4.4,5.1,84.9,0.6,4.4,5.0,4.9,3.5,0.8,0.5,2.4,41.0,3.0,0.0,-0.2,2323714,1,6.0
Jahmi'us Ramsey,14,1,43,0,1,20,13,5,8,7.3,3.1,1.2,2.9,39.5,0.4,1.5,26.3,0.4,0.4,100.0,0.2,0.6,0.8,0.5,0.2,0.3,0.1,0.6,5.6,0.0,0.0,0.2,0,1,0.0
Patrick Patterson,16,1,14,0,5,32,38,26,12,15.3,5.2,1.9,4.3,43.6,1.1,2.9,35.7,0.3,0.4,76.5,0.5,1.5,2.0,0.8,0.3,0.4,0.2,1.2,10.1,0.0,0.0,0.6,0,0,0.0
Landry Shamet,8,1,26,0,3,24,61,39,22,23.0,9.3,3.0,7.5,40.8,2.1,5.5,38.7,1.1,1.3,84.6,0.2,1.7,1.8,1.6,0.8,0.5,0.2,1.5,15.2,0.0,0.0,0.9,0,1,126.0
Nathan Knight,13,1,61,0,1,23,33,21,12,8.4,3.8,1.1,3.0,37.0,0.2,1.0,18.2,1.3,1.7,80.0,0.8,1.4,2.2,0.2,0.5,0.3,0.3,0.7,8.0,1.0,0.0,-0.5,0,0,0.0
Tyrese Maxey,3,1,21,0,1,20,61,41,20,15.3,8.0,3.2,7.0,46.2,0.5,1.7,30.1,1.0,1.1,87.1,0.2,1.5,1.7,2.0,0.7,0.4,0.2,1.3,14.2,0.0,0.0,-0.9,803541,1,6.0
Trae Young,13,3,5,1,1,22,63,36,27,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,0.6,3.3,3.9,9.4,4.1,0.8,0.2,1.8,43.1,28.0,0.0,4.2,5105967,1,0.0
Tim Frazier,28,1,61,0,6,30,5,5,0,12.4,1.6,0.6,4.0,15.0,0.0,1.6,0.0,0.4,1.2,33.3,0.0,1.6,1.6,3.2,0.8,0.4,0.2,1.4,9.3,0.0,0.0,1.0,0,1,0.0
Devin Cannady,29,1,61,0,1,25,8,0,8,9.3,4.3,1.4,3.5,39.3,0.8,2.0,37.5,0.8,0.9,85.7,0.0,0.6,0.6,0.1,0.3,0.6,0.1,1.1,7.2,0.0,0.0,-2.9,0,1,0.0
Nate Hinton,5,1,61,0,1,22,21,11,10,4.4,2.0,0.7,2.0,35.7,0.2,0.9,21.1,0.3,0.5,70.0,0.0,0.4,0.4,0.4,0.2,0.3,0.1,0.4,4.1,0.0,0.0,-2.6,0,0,0.0
Cory Joseph,21,1,29,0,5,29,63,25,38,23.0,8.2,3.2,6.8,46.9,0.7,2.1,34.1,1.1,1.4,81.8,0.6,2.0,2.5,3.4,1.3,1.0,0.3,2.2,18.8,2.0,0.0,-3.1,0,1,6.0
Anfernee Simons,2,3,24,0,1,22,64,37,27,17.3,7.8,2.6,6.3,41.9,1.9,4.4,42.6,0.7,0.9,80.7,0.2,2.0,2.2,1.4,0.7,0.3,0.1,1.5,13.1,0.0,0.0,0.7,209830,1,0.0
Pascal Siakam,24,5,27,1,1,27,56,21,35,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,1.7,5.5,7.2,4.5,2.3,1.1,0.7,3.1,39.8,13.0,1.0,2.3,722511,1,13.0
Udonis Haslem,23,18,61,0,1,41,1,1,0,2.7,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,3.0,0,1,0.0
Frank Ntilikina,19,4,8,0,1,22,33,23,10,9.8,2.7,0.9,2.4,36.7,0.7,1.5,47.9,0.2,0.5,44.4,0.2,0.8,0.9,0.6,0.3,0.5,0.1,1.4,6.4,0.0,0.0,-1.0,0,0,0.0
Coby White,6,2,7,0,1,21,69,30,39,31.2,15.1,5.4,13.1,41.6,2.4,6.6,35.9,1.9,2.1,90.1,0.4,3.7,4.1,4.8,2.3,0.6,0.2,2.6,27.2,5.0,0.0,-1.6,407980,1,37.0
PJ Washington,27,2,12,0,1,22,64,31,33,30.5,12.9,4.7,10.7,44.0,1.8,4.5,38.6,1.7,2.3,74.5,1.5,5.1,6.5,2.5,2.0,1.1,1.2,2.7,29.4,10.0,0.0,0.5,866339,1,0.0
Tyus Jones,28,2,24,0,2,25,70,36,34,17.5,6.3,2.5,5.9,43.1,0.6,2.0,32.1,0.6,0.6,91.1,0.3,1.7,2.0,3.7,0.7,0.9,0.1,0.4,16.6,2.0,0.0,-1.2,406023,1,0.0
Jordan Poole,0,2,28,0,1,22,51,28,23,19.4,12.0,4.0,9.3,43.2,1.9,5.4,35.1,2.1,2.3,88.2,0.3,1.5,1.8,1.9,1.0,0.5,0.2,1.7,18.1,0.0,0.0,0.6,2267751,1,17.0
Markieff Morris,15,2,13,0,5,31,61,32,29,19.7,6.7,2.5,6.2,40.5,1.1,3.4,31.1,0.6,0.8,72.0,0.8,3.6,4.4,1.2,0.9,0.4,0.3,1.7,14.8,2.0,0.0,0.3,0,0,91.0
Devon Dotson,6,1,61,0,2,21,11,4,7,4.6,2.1,1.0,1.9,52.4,0.1,0.6,14.3,0.0,0.0,0.0,0.2,0.3,0.5,0.6,0.0,0.4,0.0,0.3,4.7,0.0,0.0,2.9,0,1,0.0
Brodric Thomas,18,1,61,0,2,24,32,6,26,12.5,3.9,1.2,3.4,36.1,0.5,1.8,27.1,1.0,1.4,67.4,0.3,1.4,1.7,0.9,0.7,0.5,0.3,1.3,9.0,0.0,0.0,-1.5,0,0,0.0
Zeke Nnaji,11,1,22,0,1,20,42,30,12,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80.0,0.3,1.2,1.5,0.2,0.2,0.2,0.1,0.7,6.1,0.0,0.0,-2.0,38983,1,77.0
Edmond Sumner,25,4,52,0,1,25,53,23,30,16.2,7.5,2.8,5.3,52.5,0.7,1.7,39.8,1.3,1.6,81.9,0.3,1.4,1.8,0.9,1.0,0.6,0.2,1.7,12.5,0.0,0.0,-0.6,0,1,0.0
Harrison Barnes,14,3,7,0,3,29,58,25,33,36.2,16.1,5.5,11.1,49.7,1.7,4.4,39.1,3.4,4.1,83.0,1.1,5.5,6.6,3.5,1.6,0.7,0.2,1.3,30.4,6.0,0.0,-1.0,963248,1,26.0
De'Anthony Melton,28,2,46,0,2,23,52,27,25,20.1,9.1,3.3,7.6,43.8,1.7,4.1,41.2,0.8,1.0,80.4,0.6,2.5,3.1,2.5,1.3,1.2,0.6,1.6,20.6,1.0,0.0,2.3,99135,1,0.0
Luka Doncic,5,3,3,2,1,22,66,40,26,34.3,27.7,9.8,20.5,47.9,2.9,8.3,35.0,5.2,7.1,73.0,0.8,7.2,8.0,8.6,4.3,1.0,0.5,2.3,50.5,26.0,11.0,2.5,10507139,1,0.0
Andre Drummond,15,1,9,2,4,27,46,19,27,27.0,14.9,6.1,12.4,49.3,0.0,0.2,0.0,2.7,4.5,60.0,3.6,8.4,12.0,2.0,2.7,1.4,1.1,3.2,37.0,28.0,0.0,-2.3,1270590,0,30.0
JaVale McGee,11,1,18,0,6,33,46,21,25,14.7,7.3,3.1,6.1,51.1,0.1,0.5,20.8,1.0,1.5,65.7,1.7,3.5,5.2,0.8,1.3,0.4,1.2,2.6,18.3,1.0,0.0,-1.9,0,0,0.0
Stephen Curry,0,12,7,7,1,33,63,37,26,34.2,32.0,10.4,21.7,48.2,5.3,12.7,42.1,5.7,6.3,91.6,0.5,5.0,5.5,5.8,3.4,1.2,0.1,1.9,47.9,8.0,0.0,3.9,58125146,1,3.0
Mason Plumlee,21,1,22,0,4,31,56,14,42,26.8,10.4,4.2,6.8,61.4,0.0,0.1,0.0,2.0,3.0,66.9,2.6,6.7,9.3,3.6,1.9,0.8,0.9,3.3,30.0,16.0,2.0,-2.7,1005,1,49.0
Christian Wood,26,1,61,0,5,25,41,12,29,32.3,21.0,8.0,15.6,51.4,1.9,5.0,37.4,3.0,4.8,63.1,1.9,7.8,9.6,1.7,2.0,0.8,1.2,2.1,39.2,19.0,0.0,-2.4,237627,1,0.0
Skylar Mays,13,1,50,0,1,23,33,19,14,8.2,3.8,1.3,3.0,44.9,0.4,1.2,35.0,0.7,0.8,88.0,0.3,0.8,1.1,0.9,0.3,0.4,0.1,0.5,7.6,0.0,0.0,0.4,0,1,0.0
Brad Wanamaker,27,1,61,0,2,31,61,29,32,17.3,5.5,1.9,4.9,38.5,0.3,1.4,18.8,1.5,1.7,89.1,0.3,1.4,1.7,2.9,1.2,0.7,0.2,1.5,13.3,0.0,0.0,-2.1,0,1,0.0
Jusuf Nurkic,2,4,16,0,2,26,37,22,15,23.8,11.5,4.6,9.0,51.4,0.3,0.8,40.0,1.9,3.1,61.9,2.3,6.6,9.0,3.4,2.0,1.0,1.1,2.8,31.6,13.0,0.0,3.4,393866,1,6.0
Paul George,16,2,10,7,3,31,54,38,16,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,0.8,5.8,6.6,5.2,3.3,1.1,0.4,2.4,40.5,9.0,0.0,8.0,9962507,1,5.0
Javonte Green,6,2,61,0,2,27,41,19,22,11.6,3.6,1.3,2.5,52.0,0.2,0.7,33.3,0.7,1.0,75.0,0.6,1.1,1.7,0.4,0.5,0.7,0.1,1.1,8.3,0.0,0.0,0.4,89264,1,131.0
KJ Martin,26,1,52,0,1,20,45,10,35,23.7,9.3,3.6,7.1,50.9,0.8,2.1,36.5,1.3,1.9,71.4,1.6,3.8,5.4,1.1,0.8,0.7,0.9,2.0,21.3,4.0,0.0,-6.3,0,1,0.0
Damian Jones,14,1,30,0,4,26,39,24,15,14.0,4.7,1.8,2.6,68.0,0.0,0.1,20.0,1.1,1.5,72.4,0.9,2.2,3.1,0.7,0.7,0.3,0.7,2.0,11.9,1.0,0.0,-1.7,0,1,0.0
Ryan Arcidiacono,6,4,61,0,1,27,44,20,24,10.2,3.1,1.1,2.7,41.9,0.6,1.5,37.3,0.3,0.5,65.0,0.1,1.4,1.5,1.3,0.2,0.2,0.0,1.1,7.2,0.0,0.0,0.2,0,0,0.0
Cameron Payne,12,1,14,0,4,26,60,42,18,18.0,8.4,3.2,6.6,48.4,1.2,2.8,44.0,0.8,0.9,89.3,0.3,2.1,2.4,3.6,1.0,0.6,0.3,1.6,18.3,1.0,0.0,3.0,0,1,0.0
PJ Tucker,4,1,35,0,3,36,52,27,25,26.1,3.7,1.3,3.4,37.3,0.8,2.3,33.6,0.4,0.5,75.0,1.0,2.9,3.9,1.2,0.8,0.8,0.4,2.4,12.8,0.0,0.0,-3.4,1025247,0,121.0
Isaiah Roby,20,1,45,0,2,23,61,19,42,23.4,8.7,3.4,7.0,48.3,0.5,1.8,29.4,1.4,1.9,74.4,1.5,4.1,5.6,1.8,1.9,0.9,0.6,2.7,20.6,3.0,0.0,-7.2,0,1,0.0
Khris Middleton,4,8,39,1,2,29,68,45,23,33.4,20.4,7.5,15.8,47.6,2.2,5.4,41.4,3.1,3.5,89.8,0.8,5.2,6.0,5.4,2.6,1.1,0.1,2.4,36.7,10.0,0.0,4.3,415208,1,29.0
Jakob Poeltl,22,3,9,0,2,25,69,32,37,26.7,8.6,3.8,6.2,61.6,0.0,0.0,0.0,0.9,1.8,50.8,3.2,4.8,7.9,1.9,1.2,0.7,1.8,2.5,27.2,15.0,0.0,1.6,77270,1,43.0
Kenrich Williams,20,2,61,0,2,26,66,21,45,21.6,8.0,3.3,6.2,53.3,0.8,1.8,44.4,0.5,1.0,57.1,1.3,2.9,4.1,2.3,1.2,0.8,0.3,2.2,18.5,0.0,0.0,-2.7,0,1,77.0
Joe Ingles,10,7,61,0,1,33,67,47,20,27.9,12.1,4.1,8.4,48.9,2.7,6.1,45.1,1.1,1.3,84.4,0.4,3.2,3.6,4.7,1.7,0.7,0.2,1.8,24.4,2.0,0.0,6.8,0,1,99.0
Jonas Valanciunas,28,2,5,0,2,29,62,32,30,28.3,17.1,7.1,12.0,59.2,0.3,0.9,36.8,2.5,3.3,77.3,4.1,8.4,12.5,1.8,1.6,0.6,0.9,2.9,37.6,49.0,0.0,2.2,265604,1,5.0
Nemanja Bjelica,23,1,35,0,3,33,37,16,21,16.1,6.5,2.4,5.3,45.4,0.7,2.3,31.8,1.0,1.4,72.5,0.8,2.6,3.4,1.9,0.9,0.4,0.1,1.8,14.2,0.0,0.0,-1.8,0,0,0.0
Immanuel Quickley,19,1,25,0,1,22,64,37,27,19.4,11.4,3.6,9.1,39.5,1.8,4.7,38.9,2.4,2.7,89.1,0.4,1.8,2.1,2.0,0.9,0.5,0.2,1.8,18.0,0.0,0.0,2.8,277098,1,25.0
