Player;Team;years_with_team;draft_pos;all_star;num_teams;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;ig_followers;resigned;Agent
Vernon Carey Jr.;CHA;1;32;0;1;20;19;9;10;6.0;2.4;0.9;1.9;50.0;0.1;0.4;14.3;0.5;0.6;81.8;0.3;1.1;1.4;0.1;0.3;0.1;0.3;0.7;5.0;0.0;0.0;-0.6;0;1;0.0
Wes Iwundu;NOP;1;33;0;3;26;41;17;24;13.1;2.4;0.8;2.5;33.3;0.1;1.0;12.2;0.6;0.8;83.9;0.4;1.8;2.2;0.4;0.5;0.4;0.1;1.2;6.6;0.0;0.0;-2.3;0;1;0.0
Justin Robinson;OKC;1;61;0;3;23;9;0;9;9.7;2.3;0.8;2.3;33.3;0.4;1.6;28.6;0.3;0.6;60.0;0.1;0.7;0.8;1.0;0.2;0.3;0.0;1.1;5.5;0.0;0.0;-5.0;0;1;0.0
Quinndary Weatherspoon;SAS;1;49;0;2;24;20;8;12;6.1;2.3;0.8;1.8;45.7;0.1;0.3;16.7;0.7;0.8;81.3;0.2;0.4;0.6;0.4;0.5;0.4;0.1;0.9;4.6;0.0;0.0;-3.0;0;1;0.0
Jarrell Brantley;UTA;2;50;0;2;25;28;23;5;4.9;2.3;0.9;1.9;48.1;0.4;1.0;42.9;0.1;0.1;100.0;0.3;0.6;1.0;0.5;0.3;0.3;0.1;0.6;4.9;0.0;0.0;-0.9;0;1;0.0
CJ Elleby;POR;1;46;0;1;21;30;19;11;6.4;2.3;0.8;2.2;37.9;0.2;1.1;20.6;0.4;0.5;73.3;0.4;0.7;1.1;0.3;0.2;0.2;0.1;0.9;4.8;0.0;0.0;-0.5;0;1;0.0
Sean McDermott;MEM;1;61;0;1;24;18;10;8;8.8;2.2;0.7;1.8;39.4;0.3;1.2;22.7;0.4;0.4;100.0;0.3;0.7;1.1;0.2;0.2;0.1;0.2;0.4;4.4;0.0;0.0;-3.2;0;1;0.0
Bol Bol;DEN;2;44;0;1;21;32;21;11;5.0;2.2;0.8;1.8;43.1;0.3;0.8;37.5;0.3;0.5;66.7;0.0;0.8;0.8;0.2;0.4;0.1;0.3;0.4;4.2;0.0;0.0;-2.5;933 895;1;17.0
Shaquille Harrison;DEN;1;61;0;4;27;34;27;7;9.8;2.1;0.8;2.3;33.3;0.1;0.5;18.8;0.5;0.6;81.8;0.2;1.2;1.4;0.7;0.3;0.5;0.1;1.0;6.6;0.0;0.0;-2.2;0;0;0.0
Chris Silva;SAC;2;61;0;2;24;15;8;7;6.2;2.1;0.7;1.1;62.5;0.1;0.1;100.0;0.7;1.0;73.3;0.5;1.3;1.8;0.4;0.7;0.1;0.4;1.6;5.6;0.0;0.0;-0.1;0;0;0.0
Devon Dotson;CHI;1;61;0;2;21;11;4;7;4.6;2.1;1.0;1.9;52.4;0.1;0.6;14.3;0.0;0.0;0.0;0.2;0.3;0.5;0.6;0.0;0.4;0.0;0.3;4.7;0.0;0.0;2.9;0;1;0.0
Ed Davis;MIN;1;13;0;7;32;23;5;18;13.0;2.1;0.8;1.9;43.2;0.0;0.0;0.0;0.4;0.5;83.3;2.0;3.0;5.0;0.9;0.3;0.6;0.6;2.4;12.5;0.0;0.0;-2.0;0;1;0.0
Vlatko Cancar;DEN;2;49;0;1;24;41;28;13;6.9;2.1;0.8;1.8;45.8;0.2;0.8;27.3;0.2;0.3;76.9;0.3;1.0;1.2;0.3;0.3;0.3;0.0;0.4;4.7;0.0;0.0;-2.5;33 744;1;80.0
Deividas Sirvydis;DET;1;37;0;1;21;20;8;12;6.7;2.1;0.7;2.0;35.0;0.5;1.4;35.7;0.2;0.3;50.0;0.0;1.5;1.5;0.3;0.3;0.1;0.0;0.5;4.2;0.0;0.0;-1.2;0;1;0.0
Jontay Porter;MEM;1;61;0;1;21;11;7;4;4.9;2.0;0.7;1.4;53.3;0.3;0.7;37.5;0.3;0.5;60.0;0.4;0.9;1.3;0.1;0.6;0.3;0.1;1.1;4.1;0.0;0.0;0.1;0;1;0.0
Ray Spalding;HOU;1;56;0;2;24;2;0;2;9.4;2.0;1.0;2.0;50.0;0.0;0.5;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;1.5;0.0;1.0;1.5;5.9;0.0;0.0;-3.5;0;1;0.0
Jalen Smith;PHX;1;10;0;1;21;27;19;8;5.8;2.0;0.8;1.9;44.0;0.1;0.6;23.5;0.2;0.3;71.4;0.3;1.1;1.4;0.1;0.3;0.0;0.1;0.6;4.1;1.0;0.0;-0.6;57 479;1;72.0
Nate Hinton;DAL;1;61;0;1;22;21;11;10;4.4;2.0;0.7;2.0;35.7;0.2;0.9;21.1;0.3;0.5;70.0;0.0;0.4;0.4;0.4;0.2;0.3;0.1;0.4;4.1;0.0;0.0;-2.6;0;0;0.0
Sindarius Thornwell;ORL;1;48;0;2;26;21;7;14;10.3;2.0;0.7;2.2;32.6;0.3;1.1;30.4;0.2;0.4;50.0;0.1;0.7;0.9;1.0;0.3;0.6;0.1;0.7;6.3;0.0;0.0;-0.4;0;1;0.0
Devontae Cacok;LAL;2;61;0;2;24;20;8;12;4.9;2.0;0.9;1.5;58.6;0.0;0.0;0.0;0.3;0.6;45.5;0.6;1.0;1.6;0.1;0.3;0.3;0.2;0.4;5.0;0.0;0.0;2.1;0;1;0.0
Isaac Bonga;WAS;1;39;0;3;21;40;16;24;10.8;2.0;0.8;2.0;37.0;0.3;1.2;27.7;0.1;0.2;62.5;0.5;1.2;1.7;0.6;0.6;0.3;0.2;1.6;5.7;0.0;0.0;-0.9;0;0;0.0
Miye Oni;UTA;2;58;0;1;23;54;45;9;9.6;1.9;0.6;1.8;35.4;0.6;1.6;34.1;0.1;0.1;83.3;0.4;1.1;1.6;0.5;0.3;0.2;0.1;1.1;5.3;0.0;0.0;1.7;0;1;0.0
Alen Smailagic;GSW;2;39;0;1;20;15;10;5;5.6;1.9;0.7;1.8;40.7;0.3;0.7;40.0;0.1;0.4;33.3;0.4;0.7;1.1;0.3;0.3;0.2;0.3;0.7;4.8;0.0;0.0;-2.1;0;1;0.0
Cassius Winston;WAS;1;53;0;1;23;22;10;12;4.5;1.9;0.6;1.5;42.4;0.4;0.8;47.1;0.2;0.3;83.3;0.0;0.4;0.4;0.5;0.2;0.1;0.0;0.4;3.4;0.0;0.0;-2.2;0;1;0.0
Daniel Oturu;LAC;1;33;0;1;21;30;21;9;5.4;1.8;0.7;1.7;42.3;0.0;0.2;20.0;0.3;0.4;75.0;0.7;0.9;1.6;0.3;0.3;0.1;0.2;0.8;5.0;1.0;0.0;0.3;0;1;0.0
Axel Toupane;MIL;1;61;0;2;28;8;2;6;7.7;1.8;0.5;1.4;36.4;0.1;0.3;50.0;0.6;0.9;71.4;0.0;0.8;0.8;0.5;0.0;0.3;0.4;0.8;5.3;0.0;0.0;-0.4;0;1;0.0
Elijah Hughes;UTA;1;39;0;1;23;18;14;4;3.5;1.7;0.6;1.7;33.3;0.4;1.3;34.8;0.2;0.2;75.0;0.1;0.4;0.5;0.3;0.3;0.1;0.1;0.1;2.8;0.0;0.0;-2.1;0;1;0.0
T.J. Leaf;POR;1;18;0;2;24;7;6;1;5.1;1.7;0.7;1.4;50.0;0.0;0.0;0.0;0.3;0.3;100.0;0.0;0.7;0.7;0.1;0.3;0.3;0.1;0.1;3.8;0.0;0.0;-2.9;0;1;0.0
James Nunnally;NOP;1;61;0;4;30;9;3;6;5.3;1.7;0.6;1.4;38.5;0.4;1.3;33.3;0.1;0.2;50.0;0.2;0.8;1.0;0.3;0.2;0.0;0.0;0.1;3.1;0.0;0.0;-0.4;0;1;0.0
Tim Frazier;MEM;1;61;0;6;30;5;5;0;12.4;1.6;0.6;4.0;15.0;0.0;1.6;0.0;0.4;1.2;33.3;0.0;1.6;1.6;3.2;0.8;0.4;0.2;1.4;9.3;0.0;0.0;1.0;0;1;0.0
Anthony Tolliver;PHI;1;61;0;11;36;11;7;4;9.0;1.5;0.4;1.5;23.5;0.4;1.3;28.6;0.5;0.5;83.3;0.3;0.6;0.9;0.2;0.3;0.3;0.2;0.6;4.0;0.0;0.0;2.7;0;1;0.0
Bruno Fernando;ATL;2;34;0;2;22;33;20;13;6.8;1.5;0.5;1.3;40.9;0.0;0.1;0.0;0.5;0.7;68.2;0.5;1.9;2.4;0.3;0.6;0.1;0.1;0.7;4.8;0.0;0.0;-0.7;107 359;1;0.0
Norvel Pelle;NYK;1;61;0;4;28;13;8;5;6.4;1.5;0.6;1.2;53.3;0.0;0.0;0.0;0.3;0.5;66.7;0.5;1.0;1.5;0.2;0.2;0.1;0.7;1.1;5.6;0.0;0.0;1.8;0;1;0.0
Robert Woodard II;SAC;1;40;0;1;21;13;3;10;3.5;1.5;0.6;1.5;40.0;0.1;0.5;16.7;0.2;0.6;37.5;0.3;0.9;1.2;0.2;0.1;0.0;0.2;0.3;3.9;0.0;0.0;0.8;0;1;0.0
Cassius Stanley;IND;1;54;0;2;21;24;10;14;3.9;1.5;0.5;1.8;30.2;0.1;0.5;23.1;0.3;0.4;77.8;0.3;0.5;0.8;0.0;0.0;0.0;0.1;0.6;2.9;0.0;0.0;0.8;0;0;0.0
Rodions Kurucs;MIL;1;40;0;3;23;21;10;11;5.9;1.5;0.5;1.5;34.4;0.3;1.0;28.6;0.1;0.2;75.0;0.2;0.9;1.1;0.5;0.6;0.4;0.2;0.8;4.7;0.0;0.0;-0.1;0;1;0.0
Nate Darling;CHA;1;61;0;1;22;7;3;4;3.7;1.3;0.3;1.0;28.6;0.3;1.0;28.6;0.4;0.4;100.0;0.1;0.0;0.1;0.1;0.1;0.0;0.1;0.1;2.0;0.0;0.0;-4.3;0;1;0.0
Cristiano Felicio;CHI;6;61;0;1;28;18;6;12;4.6;1.3;0.4;0.7;53.8;0.0;0.1;0.0;0.5;0.9;56.3;0.6;0.9;1.4;0.5;0.2;0.2;0.0;0.6;4.2;0.0;0.0;1.2;0;1;0.0
Jalen Lecque;IND;1;61;0;2;21;4;2;2;3.0;1.3;0.3;2.3;11.1;0.0;0.3;0.0;0.8;0.8;100.0;0.5;0.8;1.3;0.5;0.0;0.0;0.0;0.0;3.5;0.0;0.0;-1.0;0;1;0.0
Kris Dunn;ATL;1;5;0;3;27;4;1;3;11.4;1.3;0.3;3.0;8.3;0.0;0.5;0.0;0.8;1.0;75.0;0.0;1.5;1.5;0.5;0.8;0.5;0.5;2.5;6.1;0.0;0.0;-7.8;0;1;5.0
Juwan Morgan;UTA;1;61;0;2;24;29;24;5;5.1;1.2;0.5;1.0;46.7;0.1;0.4;30.8;0.1;0.2;42.9;0.3;0.7;1.0;0.3;0.1;0.1;0.0;0.7;3.2;0.0;0.0;-3.7;0;0;0.0
Andre Roberson;BKN;1;26;0;2;29;5;4;1;12.6;1.2;0.4;2.8;14.3;0.2;1.6;12.5;0.2;0.4;50.0;1.4;1.6;3.0;0.8;0.4;0.6;0.2;0.8;8.0;0.0;0.0;-3.8;0;1;0.0
Marques Bolden;CLE;1;61;0;1;23;6;2;4;4.8;1.2;0.2;0.5;33.3;0.0;0.0;0.0;0.8;1.3;62.5;0.5;0.5;1.0;0.0;0.3;0.3;0.3;0.0;4.0;0.0;0.0;0.8;0;1;0.0
Karim Mane;ORL;1;61;0;1;21;10;2;8;8.8;1.1;0.3;1.3;23.1;0.1;0.2;50.0;0.4;0.5;80.0;0.1;1.3;1.4;0.4;0.3;0.0;0.2;1.0;3.7;0.0;0.0;-2.2;0;1;0.0
Adam Mokoka;CHI;2;61;0;1;22;14;3;11;4.0;1.1;0.5;1.4;36.8;0.1;0.7;10.0;0.0;0.1;0.0;0.1;0.3;0.4;0.4;0.4;0.1;0.1;0.4;2.3;0.0;0.0;-0.6;0;1;0.0
Udoka Azubuike;UTA;1;27;0;1;21;15;13;2;3.8;1.1;0.3;0.6;44.4;0.0;0.0;0.0;0.5;0.7;80.0;0.3;0.6;0.9;0.0;0.2;0.1;0.3;0.6;2.9;0.0;0.0;-4.3;0;1;0.0
Iman Shumpert;BKN;1;17;0;6;31;2;1;1;5.5;1.0;0.5;2.0;25.0;0.0;1.5;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.5;0.5;0.0;0.0;2.6;0.0;0.0;-0.5;0;1;0.0
Malik Fitts;LAC;1;61;0;1;23;3;3;0;3.6;1.0;0.3;1.0;33.3;0.3;0.7;50.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.2;0.0;0.0;-2.0;0;1;0.0
Patrick McCaw;TOR;2;38;0;3;25;5;2;3;6.7;1.0;0.2;0.2;100.0;0.0;0.0;0.0;0.6;0.6;100.0;0.2;0.4;0.6;0.8;0.0;0.4;0.0;1.2;4.1;0.0;0.0;-3.6;0;1;0.0
Tyler Bey;DAL;1;36;0;1;23;18;11;7;3.9;1.0;0.4;1.2;31.8;0.1;0.2;25.0;0.2;0.3;60.0;0.4;0.6;1.1;0.2;0.2;0.0;0.1;0.3;2.5;0.0;0.0;-2.1;0;1;0.0
Tyrell Terry;DAL;1;31;0;1;20;11;2;9;5.1;1.0;0.5;1.5;31.3;0.0;0.6;0.0;0.1;0.3;33.3;0.0;0.5;0.5;0.5;0.2;0.5;0.0;0.2;3.7;0.0;0.0;0.0;0;1;0.0
Nick Richards;CHA;1;42;0;1;23;18;9;9;3.5;0.8;0.2;0.5;44.4;0.0;0.1;0.0;0.4;0.6;63.6;0.2;0.4;0.6;0.1;0.2;0.0;0.0;0.4;1.6;0.0;0.0;-0.7;126 685;1;89.0
Kostas Antetokounmpo;LAL;1;60;0;2;23;15;6;9;3.7;0.8;0.2;0.7;30.0;0.0;0.0;0.0;0.4;0.9;46.2;0.3;1.0;1.3;0.1;0.7;0.1;0.3;0.5;2.9;0.0;0.0;1.8;0;1;0.0
Vincent Poirier;PHI;1;61;0;1;27;10;8;2;3.9;0.8;0.3;1.2;25.0;0.0;0.1;0.0;0.2;0.6;33.3;0.6;0.8;1.4;0.2;0.4;0.0;0.3;0.8;3.3;0.0;0.0;-1.6;0;1;0.0
Keljin Blevins;POR;1;61;0;1;25;17;11;6;4.4;0.7;0.3;1.2;25.0;0.1;0.5;25.0;0.0;0.0;0.0;0.2;0.4;0.6;0.2;0.3;0.1;0.0;0.5;1.8;0.0;0.0;-2.2;0;1;0.0
Ty-Shon Alexander;PHX;1;61;0;1;22;15;11;4;3.2;0.6;0.2;0.8;25.0;0.1;0.6;22.2;0.1;0.1;50.0;0.1;0.5;0.7;0.4;0.2;0.0;0.1;0.1;2.0;0.0;0.0;-0.5;0;1;0.0
Brian Bowen II;IND;2;61;0;1;22;6;1;5;2.5;0.5;0.2;0.7;25.0;0.0;0.2;0.0;0.2;0.2;100.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.2;1.1;0.0;0.0;0.5;0;1;0.0
Jared Dudley;LAL;2;22;0;7;35;12;7;5;6.7;0.5;0.2;0.8;22.2;0.2;0.5;33.3;0.0;0.0;0.0;0.3;1.4;1.8;0.4;0.2;0.1;0.1;0.6;3.6;0.0;0.0;0.2;0;1;0.0
Jared Harper;NYK;1;61;0;2;23;8;5;3;2.0;0.4;0.0;0.5;0.0;0.0;0.1;0.0;0.4;0.5;75.0;0.0;0.3;0.3;0.1;0.4;0.0;0.0;0.1;0.5;0.0;0.0;-0.6;0;1;0.0
Jaylen Adams;MIL;1;61;0;2;25;7;5;2;2.6;0.3;0.1;1.1;12.5;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.3;0.0;0.0;0.0;0.1;1.2;0.0;0.0;-1.7;0;1;0.0
Terrance Ferguson;PHI;1;21;0;2;23;13;10;3;3.8;0.2;0.1;0.5;14.3;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.2;0.3;0.1;0.0;0.5;0.4;0.0;0.0;-1.5;0;1;0.0
Theo Pinson;NYK;1;61;0;2;25;17;9;8;2.0;0.1;0.1;0.5;11.1;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.1;0.1;0.0;0.0;0.2;0.5;0.0;0.0;-0.9;0;0;0.0
Anzejs Pasecniks;WAS;1;61;0;1;25;1;1;0;6.3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;5.0;0.0;0.0;2.0;-2.3;0.0;0.0;-13.0;0;1;0.0
Ashton Hagans;MIN;1;61;0;1;21;2;0;2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;-0.5;0.0;0.0;-1.5;0;1;0.0
Greg Whittington;DEN;1;61;0;1;28;4;3;1;3.0;0.0;0.0;0.8;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0;1;0.0
Noah Vonleh;BKN;1;9;0;6;25;4;3;1;2.7;0.0;0.0;0.8;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.3;0.5;0.0;0.0;0.5;0.2;0.0;0.0;-4.0;0;1;0.0
Will Magnay;NOP;1;61;0;1;23;1;1;0;3.3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;0.0;0.0;-10.0;0;1;0.0
