Salary
2641691
1782621
4910000
1782621
573576
12500000
4000000
44310840
1517981
1958495
16409091
10384500
15517242
5256308
18500000
14320987
29925000
5348280
4000000
2641691
12975471
12420000
308493
136095
2641691
2500000
28103500
3804360
3631200
7020000
16500000
316396
479650
18218818
5572680
32405817
7568743
2641691
7518518
3449400
17142857
26758928
1789256
1603559
10000000
30864198
346491
11312114
462629
13302325
31650600
2239200
13839285
10384500
257418
2316240
6395160
191860
18700000
21000000
4878049
8133334
4629630
9937150
5495532
3113160
1910860
1782621
386127
18604651
844011
85081
462629
308493
1939350
4500000
2389641
26984128
2692991
7040880
1901625
7500000
19314284
1786878
19800000
151821
1762796
8231760
308493
9946611
1789256
6350000
4910000
24000000
4253357
13000000
2389641
14190000
4736102
10245480
4004280
8623920
726128
3150000
4692840
191860
12000000
33724200
256734
1739065
3661976
869078
2840160
2641691
15690909
205662
95930
9180560
7500000
95930
2641691
9166800
26000000
2000000
1859365
10733400
14491964
6104280
812364
1517981
191860
17905263
2641691
9720900
4224186
1782621
19186
9720900
16000000
29467800
20932143
5000000
17500000
4050000
2641691
1910860
31579390
1517981
18125000
31650600
5275491
2089448
21700000
8280351
44310840
218021
1933909
1517981
15428880
8526316
188272
2000000
2000000
2957520
2401537
2726880
8510000
2303040
2075880
2401537
1517981
31579390
1782621
39344900
2161152
23073234
1489065
4023600
28103500
1517981
8449074
4054695
7775400
36016200
17603448
28103500
4347600
1782621
19500000
1517981
737067
3768342
462629
2602920
8326471
386127
185578
96213
7310000
3938818
33003936
2641691
1789256
5837760
4215120
8376286
2161440
2641691
239291
462629
2498760
2320000
20284091
8805976
10174391
2401537
5000000
45780966
9248333
13666667
510907
814918
12000000
39344970
1669178
1517981
1977011
774727
6500000
7000000
1782621
35500000
8750000
2000000
13036364
14000000
2089448
2210640
2000000
1603559
15650000
35328700
3902439
30013500
462629
4670160
1782621
4437000
1729217
17800000
33003936
1517981
42018900
2641691
3100000
910926
1802057
220639
4087904
1669178
1003740
23000000
3000000
3500000
8750000
2401537
630874
946261
522015
39344900
2239544
2389641
2389641
4458000
12026998
12195122
10690909
462629
11109327
5178572
265953
1729217
2412840
221156
41180544
2038942
1090007
9603360
1669178
13347727
19675926
8207518
171156
20002500
5333334
9720900
2137440
35344828
462629
3300000
6006420
1517981
1690507
1789256
13334375
2513040
2063280
31044906
383079
2711280
3940184
13445120
18000000
8800000
5105160
8800000
2145720
1869438
1669178
28103500
3500000
4916160
1782621
13038862
6720720
4000000
462629
5890000
2617800
8600000
1669178
1782621
4235160
7422000
386127
12632950
2824320
2239820
9720900
15678571
5000000
39344900
15625000
151821
3261480
1701593
11615328
257902
1518213
3098400
29467800
4220083
35995950
3277080
